Y,LNTT,DTL,Size,ATR,ROA,G_ASSET,Price,TL,DLTT,EBITDA,Inven,Cash,che
0.00,332036.00,3.36,14.93,0.06,0.03,-482262.00,34.41,5870099.00,3870912.00,-0.04,29856.00,120593.00,33486.00
0.00,150442.00,4.23,10.04,0.49,0.05,179088.00,6.10,1639373.00,184665.00,0.34,1242216.00,167429.00,6141.00
0.00,84667.00,1.03,12.27,1.61,0.12,12188.00,26.42,186783.00,1628.00,0.00,47319.00,84666.00,634.00
0.00,214598.00,1.69,10.83,0.20,0.08,128678.00,14.99,970015.00,388380.00,0.87,463566.00,351844.00,279042.00
0.00,37906.00,10.24,12.34,0.50,0.01,1374951.00,3.44,2872808.00,521771.00,0.27,609196.00,52713.00,0.00
1.00,-3131.00,-4.61,11.52,0.26,-0.01,-49997.00,1.10,709692.00,11.00,0.00,72929.00,4859.00,0.00
0.00,206.00,6.37,9.83,0.54,0.00,-10998.00,3.50,131450.00,0.00,0.38,72315.00,8438.00,0.00
0.00,36115.00,11.68,12.08,0.98,0.01,146585.00,22.94,1664466.00,42452.00,0.14,843186.00,37149.00,160719.00
0.00,-3367.00,11.59,11.22,0.35,-0.01,-34245.00,3.80,415438.00,0.00,0.06,200910.00,14033.00,0.00
0.00,1.00,6.52,9.11,0.00,0.00,-95005.00,3.90,180687.00,0.00,0.00,21733.00,3581.00,0.00
0.00,1001.00,5.97,11.11,0.55,0.00,119510.00,3.30,546914.00,2863.00,-0.11,252758.00,1069.00,7764.00
0.00,76.00,3.22,6.48,0.12,0.00,-1356.00,1.50,84140.00,5300.00,0.84,7687.00,10856.00,0.00
0.00,-45107.00,16.75,12.24,0.12,-0.05,-47536.00,2.60,819488.00,132711.00,0.00,218349.00,4003.00,0.00
0.00,195349.00,2.94,11.31,0.22,0.03,137216.00,16.92,3048021.00,610320.00,0.08,3133410.00,130599.00,0.00
0.00,130096.00,3.77,14.33,0.21,0.07,-136555.00,16.82,1206189.00,1083740.00,0.11,25197.00,60002.00,2000.00
0.00,107963.00,3.95,10.75,0.10,0.05,925693.00,6.70,1129055.00,26443.00,1.29,401684.00,41301.00,926100.00
0.00,19418.00,2.69,10.47,1.62,0.09,6815.00,10.02,98026.00,3555.00,0.20,6462.00,16980.00,0.00
0.00,34387.00,0.11,11.35,0.56,0.15,29420.00,3.75,9403.00,0.00,0.25,26769.00,1220.00,0.00
0.00,1128005.00,1.87,10.87,0.36,0.09,1668452.00,18.54,4289895.00,1596286.00,0.92,3261229.00,2084176.00,16179.00
0.00,570097.00,9.55,10.50,0.16,0.14,581279.00,45.05,2812175.00,2479813.00,0.49,328.00,93079.00,1299874.00
0.00,127093.00,1.38,10.37,0.43,0.06,82446.00,13.57,686064.00,52150.00,0.48,1106569.00,184520.00,30416.00
0.00,758078.00,4.30,9.26,0.19,0.06,1108571.00,13.35,7545800.00,6753817.00,0.56,5865814.00,189341.00,0.00
0.00,4197.00,6.35,10.42,1.05,0.01,10427.00,4.93,260715.00,14199.00,0.59,36277.00,24333.00,59034.00
0.00,-20329.00,1.30,10.10,0.15,-0.04,-6141.00,0.80,212281.00,0.00,0.00,84475.00,5322.00,7281.00
0.00,86600.00,9.84,11.11,1.29,0.03,840185.00,9.86,2034050.00,179568.00,0.52,965984.00,171374.00,10117.00
0.00,-47915.00,6.92,9.75,0.09,-0.04,229862.00,12.90,935796.00,86593.00,0.00,643619.00,56728.00,0.00
1.00,-152935.00,2.70,9.29,0.08,-0.24,-190849.00,0.89,363507.00,133138.00,0.00,22183.00,808.00,0.00
0.00,20932.00,29.89,10.55,0.10,0.01,-71575.00,5.40,2801317.00,1993.00,0.28,2494703.00,14934.00,0.00
0.00,-12470.00,-3.99,8.99,0.06,-0.03,-27721.00,0.40,802453.00,52762.00,0.00,202641.00,1334.00,2000.00
0.00,-53173.00,3.64,7.59,0.06,-0.11,-111575.00,6.18,310761.00,1771.00,0.43,8994.00,5205.00,255036.00
0.00,2518.00,9.09,8.95,1.06,0.00,65224.00,15.55,289903.00,27068.00,-0.17,84805.00,76416.00,0.00
0.00,-17771.00,0.92,11.65,0.04,-0.02,-282065.00,2.94,370136.00,29885.00,0.26,205346.00,125656.00,80000.00
0.00,18873.00,0.18,5.53,0.09,0.07,18265.00,3.10,19927.00,0.00,0.31,7466.00,5567.00,20370.00
0.00,1326.00,-37.58,9.32,0.00,0.00,-70918.00,0.50,615491.00,173632.00,0.00,85576.00,839.00,0.00
0.00,24220.00,1.60,6.97,0.20,0.05,-87959.00,2.10,202715.00,3138.00,0.32,26643.00,17376.00,3304.00
1.00,-50218.00,25.66,9.63,0.11,-0.05,-132225.00,0.60,953165.00,73781.00,0.00,195694.00,1193.00,96238.00
0.00,-388237.00,9.21,14.18,0.31,-0.04,-2007483.00,1.00,8765583.00,312819.00,0.00,3948688.00,862899.00,132466.00
1.00,-9165.00,-38.82,9.64,0.06,-0.06,-1377.00,1.60,152411.00,29190.00,0.00,76156.00,263.00,0.00
0.00,2627.00,5.60,9.98,0.58,0.00,-227992.00,2.49,721059.00,14466.00,0.15,501330.00,46054.00,0.00
0.00,134.00,0.42,3.87,0.05,0.00,-27162.00,3.10,170431.00,0.00,0.00,393852.00,1428.00,80774.00
0.00,-138538.00,3.39,13.34,0.14,-0.09,-128501.00,5.17,1026391.00,24293.00,0.80,239407.00,245667.00,0.00
0.00,1967.00,5.64,10.97,0.46,0.00,-46188.00,1.62,291111.00,4855.00,0.87,69544.00,4124.00,0.00
0.00,2304.00,1.26,7.78,1.03,0.04,1310.00,6.74,14627.00,0.00,0.00,5730.00,2058.00,0.00
0.00,106530.00,3.27,13.91,0.07,0.01,-391379.00,4.60,6837975.00,426601.00,0.88,7514812.00,133194.00,18100.00
0.00,10403.00,2.16,9.50,1.54,0.08,12149.00,15.18,50234.00,3035.00,0.24,33978.00,1275.00,2000.00
0.00,15336.00,2.90,9.54,0.18,0.02,197921.00,18.77,320551.00,70.00,-0.21,297481.00,75917.00,200.00
0.00,2118013.00,1.12,13.01,0.33,0.12,1204996.00,27.87,5571295.00,2514777.00,0.96,969074.00,1865097.00,1138926.00
0.00,-3782.00,-12.72,8.13,0.07,-0.02,-13842.00,0.40,266916.00,64478.00,0.00,32292.00,266.00,2266.00
0.00,69996.00,1.77,12.87,0.41,0.07,166049.00,22.31,444347.00,216910.00,0.20,64031.00,13629.00,146359.00
0.00,80500.00,4.07,12.04,0.38,0.03,513061.00,6.76,1406708.00,551773.00,0.00,304793.00,97293.00,35808.00
0.00,52494.00,8.98,11.22,1.35,0.02,-96999.00,22.86,1567484.00,71155.00,0.38,941873.00,313908.00,32036.00
0.00,321622.00,2.84,13.39,0.27,0.02,1287322.00,6.76,6357403.00,1293329.00,1.27,3975879.00,158245.00,182730.00
0.00,7824.00,4.30,10.79,0.70,0.00,-85819.00,5.50,446277.00,45819.00,-0.12,246885.00,14843.00,0.00
0.00,17394.00,13.39,12.04,0.59,0.01,77138.00,6.30,1167655.00,76236.00,0.00,337950.00,39813.00,0.00
0.00,22964.00,3.98,11.96,0.91,0.01,13607.00,5.80,954645.00,85767.00,0.06,269500.00,90475.00,0.00
0.00,11940.00,4.42,11.36,0.43,0.01,16878.00,4.40,1027044.00,3690.00,0.49,602921.00,17732.00,0.00
0.00,1033.00,2.26,5.48,0.25,0.00,-140306.00,3.90,135793.00,3190.00,0.00,29229.00,130.00,0.00
0.00,57445.00,3.14,13.32,0.26,0.02,312298.00,6.60,1327235.00,295454.00,0.27,234397.00,131757.00,8500.00
1.00,-11204.00,1.79,8.53,0.18,-0.04,-168796.00,2.00,126951.00,88527.00,0.00,5054.00,3175.00,2.00
0.00,34.00,14.09,9.79,0.95,0.00,-32956.00,8.00,83797.00,0.00,0.00,20253.00,995.00,0.00
0.00,18333.00,4.65,13.37,0.49,0.00,-103168.00,4.57,2144523.00,352706.00,0.15,563491.00,21987.00,0.00
0.00,10415.00,4.09,7.49,0.02,0.01,22613.00,7.90,712279.00,61739.00,-0.08,527130.00,17509.00,50000.00
0.00,163883.00,3.87,9.54,0.19,0.07,416843.00,16.71,1296841.00,221870.00,0.43,527364.00,588287.00,1300.00
0.00,52373.00,4.27,8.59,0.52,0.05,-190786.00,10.03,539448.00,601.00,0.24,0.00,79.00,130000.00
0.00,-1729.00,28.13,8.85,0.03,0.00,40567.00,2.60,1370351.00,630134.00,0.52,1265835.00,702.00,0.00
0.00,49436.00,4.99,13.55,0.35,0.02,292835.00,17.50,1255820.00,587309.00,0.86,164944.00,206793.00,1250.00
1.00,-3578.00,15.00,6.55,0.04,-0.09,-4486.00,1.10,34706.00,0.00,0.00,283.00,30.00,0.00
0.00,134885.00,3.73,12.37,0.07,0.02,167349.00,18.39,4200035.00,1091807.00,0.51,3504111.00,40492.00,20108.00
0.00,97471.00,4.45,11.56,1.06,0.05,-67640.00,9.27,1127146.00,16427.00,0.44,279273.00,54944.00,163601.00
0.00,129374.00,3.52,11.99,0.23,0.07,83488.00,26.73,1020294.00,897257.00,-0.15,76984.00,85945.00,452700.00
0.00,27426.00,15.74,11.49,0.95,0.02,-111452.00,6.46,1138784.00,3550.00,0.60,228126.00,84454.00,0.00
0.00,168406.00,8.99,11.97,0.25,0.02,-1105526.00,5.71,5530714.00,1531301.00,0.47,3570929.00,27774.00,4893.00
0.00,115127.00,1.68,13.13,0.53,0.02,1688225.00,6.73,2085262.00,447163.00,0.67,695835.00,185078.00,28247.00
0.00,74622.00,0.26,11.84,0.23,0.05,83881.00,1.76,130704.00,33439.00,0.62,84584.00,59077.00,0.00
0.00,116597.00,0.75,10.24,0.29,0.14,114461.00,12.55,184488.00,66420.00,0.05,138134.00,155737.00,67784.00
0.00,107969.00,1.03,10.37,0.18,0.09,-14057.00,22.14,345125.00,257009.00,0.36,108856.00,116772.00,112320.00
0.00,15514.00,8.16,11.18,1.44,0.01,-239843.00,29.89,694420.00,3011.00,-0.20,332598.00,34565.00,1000.00
0.00,13252.00,4.84,12.76,0.31,0.01,109211.00,6.29,806302.00,352894.00,0.00,149192.00,160406.00,0.00
0.00,3048.00,3.08,10.39,0.46,0.01,-19103.00,6.60,164529.00,1419.00,0.51,41562.00,3533.00,0.00
0.00,9978.00,3.64,13.05,0.41,0.00,2264.00,4.90,746221.00,209742.00,0.23,262828.00,3654.00,700.00
0.00,30812.00,2.75,8.87,0.16,0.05,22788.00,5.98,269449.00,0.00,0.56,270181.00,18636.00,0.00
0.00,10420.00,13.76,10.08,0.89,0.01,122553.00,7.55,641753.00,11055.00,0.60,79367.00,15194.00,29233.00
0.00,-2918.00,9.28,10.22,0.12,0.00,278025.00,24.50,546764.00,55010.00,-0.09,320084.00,7056.00,0.00
0.00,20496.00,5.42,9.40,0.57,0.02,72447.00,12.03,646797.00,340.00,0.07,329193.00,17434.00,0.00
0.00,35794.00,13.05,10.95,0.60,0.01,22759.00,10.62,1979123.00,15182.00,0.17,1141742.00,45731.00,56980.00
0.00,28731.00,2.40,11.12,0.34,0.03,58316.00,14.55,460272.00,192350.00,0.22,138452.00,120159.00,0.00
1.00,-60150.00,-5.48,8.64,0.05,-0.17,-61017.00,1.00,551851.00,909.00,0.00,113970.00,28.00,0.00
0.00,10834.00,11.92,10.90,0.93,0.01,-27884.00,5.43,671331.00,3641.00,0.10,305680.00,19998.00,0.00
0.00,25015.00,1.72,8.59,0.27,0.04,124256.00,6.44,217195.00,0.00,0.53,26249.00,124044.00,0.00
0.00,12495.00,15.05,10.76,0.88,0.01,-114660.00,9.10,1386083.00,50356.00,0.16,545225.00,90523.00,5000.00
0.00,17791.00,7.61,11.19,1.38,0.02,56654.00,8.15,592166.00,5134.00,0.23,145325.00,61019.00,22526.00
0.00,795047.00,3.02,14.80,0.48,0.03,-1544037.00,19.24,12085721.00,3030443.00,0.78,3435007.00,1353547.00,1590582.00
0.00,-11035.00,4.03,8.27,0.01,-0.01,-15455.00,4.30,577794.00,144018.00,0.00,0.00,6757.00,50.00
0.00,-19076.00,0.23,8.22,0.23,-0.47,-22179.00,9.30,4191.00,0.00,0.76,231.00,20665.00,11594.00
0.00,215.00,0.95,8.84,0.94,0.01,929.00,11.33,10457.00,150.00,0.06,5645.00,4413.00,3855.00
0.00,503.00,3.45,8.19,0.93,0.01,4949.00,10.50,27702.00,1634.00,0.01,14736.00,4939.00,0.00
0.00,651.00,1.74,7.93,1.08,0.02,-902.00,4.54,12991.00,0.00,0.77,1087.00,11506.00,491.00
0.00,-4079.00,5.17,9.02,1.08,-0.07,-10793.00,9.10,40618.00,27.00,1.15,21524.00,3669.00,1200.00
0.00,521.00,0.58,7.63,0.38,0.00,-32580.00,2.80,38127.00,218.00,0.00,30570.00,20368.00,1549.00
1.00,-208.00,1.03,4.89,0.04,-0.01,-552.00,0.90,6494.00,3540.00,0.00,0.00,112.00,0.00
0.00,13853638.00,3.82,17.71,0.42,0.02,74182120.00,84.71,188960462.00,79714848.00,0.72,55105514.00,13557055.00,1951598.00
0.00,111795.00,5.54,12.21,0.98,0.06,-449136.00,14.84,1172172.00,89836.00,0.49,212649.00,84425.00,113000.00
0.00,75605.00,1.09,11.40,0.49,0.06,-53407.00,3.92,532040.00,1839.00,0.70,122851.00,125957.00,1201.00
1.00,-5671.00,63.53,10.82,0.40,-0.09,-1832.00,0.70,62958.00,16203.00,0.00,1628.00,1177.00,0.00
0.00,191423.00,1.95,9.87,0.34,0.07,145722.00,4.29,1022860.00,860.00,0.40,558075.00,47239.00,132.00
0.00,360003.00,0.80,8.15,0.03,0.20,401627.00,18.20,404676.00,100024.00,0.90,758665.00,31260.00,0.00
0.00,1948.00,1.43,6.36,0.02,0.00,45899.00,4.76,185957.00,148666.00,0.33,85.00,22484.00,33000.00
0.00,30112.00,4.74,12.13,0.76,0.03,127207.00,21.31,494083.00,205910.00,0.22,60682.00,57605.00,0.00
0.00,9534.00,-35.78,14.90,0.02,0.00,-225440.00,7.30,6421808.00,3622508.00,0.00,944752.00,286266.00,27511.00
0.00,1434.00,4.85,9.63,1.11,0.01,17611.00,12.00,145143.00,8216.00,0.44,29470.00,5233.00,0.00
0.00,145355.00,10.38,12.89,0.65,0.02,650012.00,5.32,3670263.00,1194034.00,0.00,626127.00,391687.00,67541.00
0.00,15287.00,5.16,9.11,1.43,0.02,83514.00,3.06,382485.00,6459.00,-0.49,97790.00,22073.00,0.00
0.00,69762.00,4.75,5.40,0.19,0.04,728040.00,29.72,1017802.00,87247.00,-0.01,603815.00,274436.00,14165.00
0.00,36841.00,4.49,9.35,0.50,0.03,-106497.00,3.38,801057.00,0.00,0.08,210304.00,14461.00,0.00
1.00,-15174.00,96.56,9.89,0.00,-0.09,-4587.00,3.60,162369.00,87602.00,0.00,115622.00,48.00,0.00
0.00,171814.00,1.01,11.76,0.55,0.17,27353.00,14.50,263615.00,88684.00,0.00,2039.00,223257.00,54369.00
0.00,26105.00,12.80,13.65,0.48,0.01,-45646.00,11.54,1913833.00,691678.00,0.41,827488.00,18441.00,0.00
0.00,679.00,7.26,10.25,0.65,0.00,-31435.00,7.20,232299.00,10309.00,-1.23,113564.00,4298.00,0.00
0.00,13086.00,0.95,9.27,0.17,0.02,22229.00,3.07,183763.00,82375.00,-0.49,99159.00,8949.00,0.00
0.00,36486.00,4.88,9.57,0.24,0.03,207459.00,8.99,668174.00,164405.00,0.02,463848.00,164653.00,41355.00
0.00,133.00,3.82,6.51,0.15,0.01,1252.00,2.80,11145.00,0.00,0.00,1018.00,1305.00,7080.00
0.00,649.00,4.47,10.03,0.06,0.00,62474.00,2.43,460523.00,97262.00,0.57,293897.00,1114.00,0.00
0.00,1677116.00,3.43,15.53,0.10,0.08,10568001.00,33.20,13078321.00,9056885.00,0.42,868751.00,1309821.00,383491.00
0.00,11495.00,1.46,11.91,1.06,0.01,-22911.00,4.32,172682.00,10967.00,0.33,72393.00,16342.00,4951.00
0.00,154440.00,2.84,10.77,0.56,0.21,134026.00,12.41,341922.00,74874.00,-0.12,74339.00,76177.00,66000.00
0.00,-12728.00,4.71,10.17,0.67,-0.07,-53735.00,6.00,125566.00,659.00,0.00,46108.00,1489.00,0.00
0.00,2060743.00,2.35,13.55,1.71,0.10,4136447.00,201.61,8570630.00,10912.00,0.74,1873812.00,3311115.00,2478527.00
0.00,183815.00,4.11,14.80,0.25,0.04,454995.00,25.54,2893309.00,2204826.00,0.29,127295.00,271027.00,70000.00
0.00,288579.00,4.36,10.47,0.23,0.09,181317.00,9.02,1733604.00,278546.00,0.42,723578.00,411387.00,1066.00
0.00,1263.00,5.37,7.33,1.38,0.01,-9738.00,8.32,69487.00,2302.00,0.46,12692.00,4395.00,0.00
0.00,2327.00,5.89,7.51,0.27,0.01,155358.00,11.58,262130.00,5090.00,-0.69,217490.00,33931.00,3304.00
0.00,94191.00,3.86,8.80,0.19,0.06,-130637.00,18.10,819739.00,563694.00,0.78,383286.00,126796.00,260000.00
0.00,3084.00,4.24,9.07,1.00,0.03,17216.00,5.25,66652.00,2293.00,0.01,45638.00,1659.00,0.00
0.00,8893.00,5.78,9.55,0.74,0.02,68807.00,7.67,256257.00,25946.00,-0.54,193305.00,13016.00,0.00
0.00,255344.00,2.21,12.35,0.26,0.03,207424.00,13.32,3192669.00,1584989.00,0.62,3538192.00,202910.00,40700.00
0.00,2972.00,6.96,7.62,0.80,0.01,-17.00,10.45,181332.00,0.00,0.20,46946.00,56970.00,0.00
0.00,-14424.00,14.70,10.18,0.42,-0.12,-36339.00,8.60,104726.00,33098.00,0.00,17753.00,2395.00,0.00
0.00,78346.00,1.15,7.15,0.12,0.06,249760.00,16.03,394440.00,44083.00,-0.22,625339.00,34251.00,581.00
0.00,4073.00,2.08,9.41,0.06,0.01,28363.00,9.62,162114.00,53590.00,2.35,721.00,15348.00,0.00
0.00,1335320.00,2.41,11.07,0.28,0.11,4701612.00,13.04,5610557.00,1883948.00,1.06,3400583.00,1687437.00,226023.00
0.00,16728.00,1.17,12.19,0.37,0.02,46078.00,26.40,337462.00,71545.00,0.09,53664.00,10442.00,2.00
0.00,551050.00,3.35,14.89,0.49,0.02,4886958.00,6.98,14272196.00,2782536.00,0.46,1252470.00,465835.00,276200.00
1.00,-10792.00,-2.35,8.18,0.22,-0.21,-30085.00,7.20,354503.00,585.00,0.68,5336.00,5213.00,0.00
0.00,36193.00,0.55,12.62,0.04,0.02,152007.00,8.50,293392.00,145397.00,-0.19,6150.00,24650.00,2678.00
0.00,23280.00,1.44,8.22,1.04,0.07,-19179.00,6.52,104513.00,226.00,0.77,25297.00,10864.00,26570.00
0.00,1073727.00,9.35,14.17,1.15,0.06,2548626.00,24.51,11531463.00,626319.00,0.11,1179856.00,494961.00,696917.00
0.00,96125.00,2.19,10.72,0.27,0.05,77669.00,8.51,785794.00,371313.00,0.48,991584.00,93365.00,4194.00
0.00,323300.00,6.08,13.96,0.27,0.03,1715187.00,15.85,6331357.00,4878145.00,0.19,3017605.00,707324.00,28521.00
0.00,72690.00,1.35,10.53,0.46,0.07,146989.00,5.61,336000.00,74093.00,0.05,60769.00,91083.00,40074.00
0.00,85289.00,0.97,9.32,0.06,0.01,-566742.00,2.61,2050226.00,234997.00,0.58,877638.00,44815.00,0.00
0.00,84904.00,5.64,13.91,0.22,0.05,329946.00,9.64,1238885.00,1086519.00,0.16,2466.00,7675.00,128653.00
0.00,7958.00,9.11,8.13,0.56,0.01,313005.00,5.62,792895.00,204293.00,0.51,106675.00,17518.00,2730.00
0.00,24129.00,5.60,10.80,0.53,0.03,132429.00,4.47,547045.00,0.00,0.19,354785.00,39898.00,0.00
0.00,10943.00,3.64,9.75,0.41,0.01,298895.00,3.86,452994.00,103723.00,-0.10,506586.00,7617.00,500.00
0.00,367526.00,4.67,14.83,0.20,0.03,1448974.00,9.18,7541440.00,6513254.00,1.28,48422.00,324184.00,246331.00
0.00,739.00,2.27,10.69,0.03,0.00,239484.00,5.31,318923.00,27822.00,0.16,332986.00,51373.00,24000.00
0.00,26758.00,23.36,12.81,0.29,0.02,133552.00,10.26,947296.00,761986.00,-0.05,37794.00,31862.00,378676.00
0.00,3017.00,0.38,9.87,0.94,0.01,44477.00,1.63,51108.00,3550.00,0.82,132.00,12612.00,19501.00
0.00,89072.00,5.29,10.91,0.16,0.11,31259.00,22.80,511145.00,474517.00,0.15,35621.00,18381.00,371220.00
0.00,224263.00,7.67,13.24,0.12,0.02,-1102923.00,7.06,6370528.00,2435801.00,0.64,5334803.00,72837.00,17505.00
0.00,24677.00,0.51,11.19,0.05,0.00,4241.00,3.26,2617067.00,1075079.00,0.69,3553566.00,112315.00,0.00
0.00,83546.00,2.46,11.01,0.17,0.02,209494.00,10.68,1943699.00,666388.00,-0.05,2731509.00,45266.00,0.00
0.00,29364.00,0.96,9.41,0.18,0.05,89792.00,21.09,150138.00,6431.00,0.00,0.00,3868.00,0.00
0.00,729036.00,1.14,10.31,0.31,0.06,1779710.00,16.51,3525725.00,1708316.00,-0.04,4857523.00,2591573.00,0.00
0.00,40849.00,0.41,9.49,0.14,0.06,70754.00,22.06,91442.00,4530.00,0.00,0.00,954.00,439700.00
0.00,1130.00,1.16,9.60,2.81,0.02,-16434.00,4.70,18142.00,2550.00,-0.25,7280.00,1631.00,0.00
0.00,36757.00,7.32,11.92,1.23,0.02,-171466.00,12.96,868416.00,239330.00,0.26,381996.00,74993.00,0.00
0.00,6829.00,4.78,11.24,0.76,0.02,29518.00,4.12,211667.00,33502.00,0.00,39525.00,22413.00,189.00
0.00,80191.00,2.13,9.19,1.12,0.21,-145858.00,25.24,154399.00,0.00,-0.39,232511.00,12008.00,0.00
0.00,17272.00,11.93,11.98,0.69,0.01,202386.00,7.67,1420438.00,61912.00,0.19,381751.00,80079.00,7929.00
0.00,1631.00,6.89,9.43,0.96,0.01,-35117.00,5.00,161633.00,5870.00,-0.27,40478.00,10932.00,2225.00
0.00,1497.00,13.42,10.33,0.56,0.00,172000.00,4.50,514784.00,2653.00,-0.05,238569.00,15474.00,0.00
0.00,-113315.00,-6.89,9.13,0.31,-0.57,-129159.00,2.00,279222.00,0.00,0.00,132213.00,1361.00,0.00
0.00,11425.00,8.24,11.78,0.97,0.01,-17501.00,8.20,617563.00,15249.00,-0.18,321014.00,18088.00,0.00
0.00,1182.00,8.84,11.33,0.75,0.00,74996.00,7.06,483069.00,25614.00,-0.17,186357.00,8312.00,0.00
0.00,3332.00,4.58,10.21,1.01,0.03,-15761.00,5.80,62849.00,9129.00,-0.09,36119.00,7836.00,0.00
0.00,99920.00,4.32,12.36,0.43,0.02,951090.00,7.10,2436492.00,117824.00,-0.08,538976.00,564028.00,27000.00
0.00,17839.00,5.65,11.31,0.68,0.06,84974.00,2.20,232167.00,17084.00,0.21,110320.00,5788.00,2200.00
0.00,279772.00,4.38,15.00,0.05,0.02,1523821.00,22.86,6757108.00,4519217.00,-0.62,37793.00,771521.00,205255.00
0.00,125138.00,6.44,10.31,0.38,0.04,402095.00,7.39,1704765.00,510599.00,0.51,1449374.00,96387.00,5941.00
0.00,71765.00,1.34,12.14,1.32,0.11,119358.00,23.31,216645.00,5330.00,-0.28,47688.00,70638.00,9604.00
0.00,207936.00,1.64,10.88,0.25,0.08,461659.00,12.77,896952.00,339472.00,0.58,306825.00,455722.00,361769.00
0.00,12716.00,6.06,12.35,0.58,0.00,372387.00,3.70,1548011.00,138633.00,0.42,434965.00,90952.00,0.00
1.00,-13234.00,-4.96,11.64,0.17,-0.03,-14895.00,2.30,756559.00,11.00,0.00,92604.00,4557.00,0.00
0.00,-17775.00,6.94,10.06,0.51,-0.10,-36515.00,3.40,142653.00,0.00,-0.16,65162.00,12902.00,0.00
0.00,32430.00,10.71,12.17,0.94,0.01,-173959.00,19.11,1519179.00,45531.00,0.17,871239.00,7831.00,169316.00
0.00,437.00,11.92,11.30,0.60,0.00,32911.00,3.30,446439.00,20637.00,0.85,165971.00,5193.00,0.00
0.00,395.00,6.26,9.30,0.16,0.00,-12632.00,3.30,251001.00,215.00,0.00,46066.00,7367.00,0.00
0.00,46.00,4.69,11.09,0.30,0.00,15822.00,1.60,428166.00,4820.00,0.67,33008.00,6277.00,7764.00
0.00,51.00,3.28,6.50,0.26,0.00,-19372.00,1.90,85554.00,5300.00,1.81,5965.00,2186.00,0.00
0.00,3128.00,11.43,12.29,0.17,0.00,-257057.00,3.30,821215.00,139648.00,0.00,215474.00,1732.00,0.00
0.00,75585.00,3.18,11.38,0.21,0.01,-2989.00,16.59,3057675.00,750805.00,1.41,3248395.00,246139.00,0.00
0.00,112592.00,3.97,14.37,0.22,0.06,-25693.00,16.69,1318212.00,1204259.00,0.45,23040.00,147147.00,0.00
0.00,98932.00,0.77,10.51,0.29,0.11,112296.00,5.00,215200.00,31007.00,0.51,174813.00,34520.00,342897.00
0.00,18938.00,2.53,10.50,0.84,0.09,-915.00,8.76,91703.00,7730.00,-0.21,9981.00,38804.00,17027.00
0.00,29557.00,0.10,11.42,0.58,0.15,14516.00,5.46,7194.00,0.00,-0.13,19850.00,1778.00,0.00
0.00,950242.00,2.25,10.94,0.40,0.10,1697139.00,17.70,4183199.00,1122509.00,0.54,3884007.00,2082081.00,60498.00
0.00,166983.00,12.86,10.59,0.05,0.05,703314.00,42.78,2440331.00,2136102.00,0.45,121.00,3153.00,1118492.00
0.00,119452.00,1.30,10.49,0.19,0.06,220888.00,7.11,628604.00,155668.00,0.69,1186917.00,138739.00,1052.00
0.00,550867.00,5.04,8.99,0.13,0.04,946505.00,15.57,7121974.00,6041132.00,0.28,6089787.00,144055.00,0.00
0.00,303.00,6.43,10.42,0.78,0.00,59574.00,8.89,253622.00,18866.00,-0.09,35346.00,33696.00,59130.00
0.00,-18259.00,1.14,10.16,0.14,-0.03,-26666.00,1.40,197420.00,0.00,0.00,69966.00,2572.00,7281.00
0.00,40148.00,7.05,11.42,1.31,0.02,634590.00,10.62,1251985.00,166056.00,0.07,855509.00,76504.00,261.00
0.00,-21616.00,4.28,9.82,0.26,-0.02,215196.00,11.50,665502.00,127735.00,0.00,292796.00,183968.00,0.00
0.00,-84771.00,1.90,9.88,0.05,-0.10,-184680.00,2.12,401631.00,153595.00,0.00,42760.00,1610.00,0.00
0.00,32049.00,29.57,10.73,0.45,0.01,-52650.00,5.96,2866463.00,2474.00,0.32,2494096.00,22953.00,0.00
0.00,-5627.00,-4.20,9.02,0.06,-0.01,-139321.00,0.40,817702.00,58551.00,0.00,193692.00,917.00,0.00
0.00,2930.00,3.07,9.02,0.09,0.00,-19289.00,6.00,359298.00,201336.00,0.23,41925.00,29446.00,192148.00
0.00,2118.00,6.67,11.02,2.37,0.01,35342.00,13.33,221889.00,633.00,-0.22,18149.00,16161.00,0.00
0.00,-65160.00,1.08,11.68,0.08,-0.04,-222246.00,4.25,510292.00,38833.00,0.23,195783.00,88254.00,0.00
0.00,4896.00,0.18,6.09,0.09,0.02,16777.00,2.60,18535.00,0.00,-0.15,5601.00,5818.00,34440.00
0.00,-704.00,-47.68,10.36,0.00,0.00,-95476.00,0.60,682276.00,157815.00,0.00,93187.00,1152.00,0.00
1.00,-156084.00,3.64,7.13,1.01,-0.29,-514808.00,2.60,351601.00,76675.00,1.25,40253.00,32114.00,5540.00
0.00,-32558.00,16.51,9.87,0.23,-0.03,-122604.00,1.50,1034398.00,78886.00,0.00,307308.00,5298.00,96375.00
0.00,-415263.00,8.19,14.25,0.30,-0.03,-289793.00,2.30,10188427.00,380682.00,0.00,4892745.00,901207.00,102202.00
0.00,-22156.00,220.46,9.67,0.37,-0.15,-48873.00,1.30,144623.00,40066.00,0.00,78321.00,251.00,0.00
0.00,-42938.00,7.39,10.22,0.25,-0.04,-32483.00,2.50,949587.00,0.00,0.02,754122.00,46915.00,0.00
0.00,11622.00,0.43,4.74,0.19,0.01,24210.00,2.30,177965.00,0.00,0.00,401290.00,400.00,34900.00
